,Name,Founded year,Total Funding Amount,Funding Rounds,Funding currency code,Total Employees,First Office,City,Location
187,Gravity,2009,20600000,2,['USD'],12,"{'description': '', 'address1': 'Project Rover, Inc.', 'address2': '', 'zip_code': '', 'city': 'Santa Monica', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.007967, 'longitude': -118.489681}",Santa Monica,"{'type': 'Point', 'coordinates': [-118.489681, 34.007967]}"
188,Widgetbox,2012,14500000,3,['USD'],30,"{'description': None, 'address1': None, 'address2': None, 'zip_code': '94111', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.798853, 'longitude': -122.398599}",San Francisco,"{'type': 'Point', 'coordinates': [-122.398599, 37.798853]}"
189,Lolapps,2008,4000000,1,['USD'],65,"{'description': '', 'address1': '116 New Montgomery', 'address2': '', 'zip_code': '94105', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.7870923, 'longitude': -122.3999719}",San Francisco,"{'type': 'Point', 'coordinates': [-122.3999719, 37.7870923]}"
190,Sauce Labs,2008,14000000,3,['USD'],40,"{'description': '', 'address1': '500 Third St.', 'address2': '', 'zip_code': '94107', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': None, 'longitude': None}",San Francisco,"{'type': 'Point', 'coordinates': [None, None]}"
191,Jelli,2008,16600000,4,['USD'],12,"{'description': 'Jelli, Inc.', 'address1': '4 West 4th Avenue', 'address2': 'Suite 206', 'zip_code': '94402', 'city': 'San Mateo', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.55909, 'longitude': -122.321836}",San Mateo,"{'type': 'Point', 'coordinates': [-122.321836, 37.55909]}"
192,iGuiders,2008,1170000,3,['USD'],5,"{'description': '', 'address1': '23811 Chagrin', 'address2': 'Boulevard Suite 244', 'zip_code': '44122', 'city': 'Beachwood', 'state_code': 'OH', 'country_code': 'USA', 'latitude': None, 'longitude': None}",Beachwood,"{'type': 'Point', 'coordinates': [None, None]}"
193,SimpleGeo,2009,9807367,3,['USD'],25,"{'description': 'SimpleGeo HQ', 'address1': '41 Decatur', 'address2': '', 'zip_code': '94103', 'city': 'San Francisco', 'state_code': 'CA', 'country_code': 'USA', 'latitude': None, 'longitude': None}",San Francisco,"{'type': 'Point', 'coordinates': [None, None]}"
194,AudioMicro,2008,1250000,2,['USD'],10,"{'description': '', 'address1': '13351-D Riverside Dr #219', 'address2': '', 'zip_code': '91423', 'city': 'Sherman Oaks', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 34.153588, 'longitude': -118.422495}",Sherman Oaks,"{'type': 'Point', 'coordinates': [-118.422495, 34.153588]}"
195,Medialets,2008,28400000,4,['USD'],60,"{'description': '', 'address1': '', 'address2': '', 'zip_code': '', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': 40.756054, 'longitude': -73.986951}",New York,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}"
196,Gridstore,2009,25000000,3,"['USD', 'EUR']",31,"{'description': 'Gridstore', 'address1': '1975 Lndings Drive', 'address2': '', 'zip_code': '94043', 'city': 'Mountain View', 'state_code': 'CA', 'country_code': 'USA', 'latitude': 37.4189073, 'longitude': -122.0884286}",Mountain View,"{'type': 'Point', 'coordinates': [-122.0884286, 37.4189073]}"
197,Avenue Right,2008,1131250,1,['USD'],14,"{'description': 'Avenue Right, LLC', 'address1': '1854 NDSU Research Circle N', 'address2': '', 'zip_code': '58102', 'city': 'Fargo', 'state_code': 'ND', 'country_code': 'USA', 'latitude': 46.9037602, 'longitude': -96.8098798}",Fargo,"{'type': 'Point', 'coordinates': [-96.8098798, 46.9037602]}"
198,Stack Exchange,2008,18000000,2,['USD'],100,"{'description': 'New York Office', 'address1': '55 Broadway 26 FL', 'address2': '', 'zip_code': '10006', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': None, 'longitude': None}",New York,"{'type': 'Point', 'coordinates': [None, None]}"
199,Foodista,2008,1300000,2,['USD'],3,"{'description': '', 'address1': '24 Roy Street,', 'address2': 'Suite 210', 'zip_code': '98109', 'city': 'Seattle', 'state_code': 'WA', 'country_code': 'USA', 'latitude': 47.6254784, 'longitude': -122.3564234}",Seattle,"{'type': 'Point', 'coordinates': [-122.3564234, 47.6254784]}"
200,oneforty,2009,2345000,4,['USD'],5,"{'description': 'Main office', 'address1': '614 Massachusetts Ave, Suite 203', 'address2': '', 'zip_code': '02139', 'city': 'Cambridge', 'state_code': 'MA', 'country_code': 'USA', 'latitude': 42.364014, 'longitude': -71.101375}",Cambridge,"{'type': 'Point', 'coordinates': [-71.101375, 42.364014]}"
201,Diffbot,2010,2000000,1,['USD'],6,"{'description': '', 'address1': '395 Page Mill Rd', 'address2': '', 'zip_code': '94306', 'city': 'Palo Alto', 'state_code': 'CA', 'country_code': 'USA', 'latitude': None, 'longitude': None}",Palo Alto,"{'type': 'Point', 'coordinates': [None, None]}"
202,SnagFilms,2008,29472731,4,['USD'],40,"{'description': 'NYC', 'address1': '665 Broadway', 'address2': 'Suite', 'zip_code': '10012', 'city': 'New York', 'state_code': 'NY', 'country_code': 'USA', 'latitude': None, 'longitude': None}",New York,"{'type': 'Point', 'coordinates': [None, None]}"
